condition,family,severity,map_size,query_count,top1_identity_stability,positive_rank_drift_mean,positive_rank_drift_median,positive_rank_absolute_drift_mean,positive_rank_absolute_drift_median,rank_improved_fraction,rank_worsened_fraction,rank_unchanged_fraction,clean_margin_mean,corrupted_margin_mean,margin_drift_mean,descriptive_R@1,descriptive_R@5,descriptive_R@10,descriptive_mAP,accuracy_degradation_claim_allowed
contrast_strong,contrast,2,900,2331,0.15358215358215357,54.003432003432,24.0,320.8494208494208,208.0,0.45345345345345345,0.5426855426855427,0.003861003861003861,0.017023764438815255,0.016821622848510742,-0.00020214121314084566,0.000858000858000858,0.001716001716001716,0.003432003432003432,0.003998573754113007,False
contrast_strong,contrast,2,1000,2331,0.2471042471042471,51.8043758043758,22.0,308.74560274560275,201.0,0.4641784641784642,0.5332475332475333,0.002574002574002574,0.022273948185180966,0.02218472771346569,-8.921969581289961e-05,0.0,0.000429000429000429,0.002145002145002145,0.0028579537232010827,False
contrast_strong,contrast,2,1100,2331,0.2483912483912484,43.22737022737023,14.0,315.56628056628057,212.0,0.47404547404547404,0.5233805233805234,0.002574002574002574,0.02192923101564167,0.028409456834197044,0.0064802225830983985,0.0,0.001287001287001287,0.003861003861003861,0.0034258561152416445,False
contrast_strong,contrast,2,1200,2331,0.1317031317031317,25.286143286143286,26.0,323.2518232518232,213.0,0.45774345774345776,0.5392535392535392,0.003003003003003003,0.015487217266433746,0.015777897089719772,0.00029067883083417023,0.000429000429000429,0.002145002145002145,0.002145002145002145,0.003355973066200701,False
contrast_strong,contrast,2,1300,2331,0.11154011154011154,35.71214071214071,30.0,359.54568854568856,250.0,0.4517374517374517,0.5456885456885456,0.002574002574002574,0.01604784127917729,0.013954982161521912,-0.002092857513111636,0.000429000429000429,0.001716001716001716,0.004719004719004719,0.003487847746201327,False
contrast_strong,contrast,2,1400,2331,0.10682110682110682,-5.689403689403689,-8.0,362.9026169026169,250.0,0.5165165165165165,0.48176748176748174,0.001716001716001716,0.01314678675115922,0.011982902884483337,-0.0011638840840244363,0.0,0.001287001287001287,0.002145002145002145,0.002871119659103189,False
contrast_strong,contrast,2,1500,2331,0.11368511368511368,48.842556842556846,6.0,398.996138996139,280.0,0.48863148863148864,0.5105105105105106,0.000858000858000858,0.016905961362449207,0.014500697143375874,-0.002405265136012551,0.0,0.002574002574002574,0.006864006864006864,0.003702689063009514,False
contrast_strong,contrast,2,1600,2331,0.07936507936507936,1.2513942513942513,-38.0,392.93221793221795,294.0,0.5452595452595452,0.4543114543114543,0.000429000429000429,0.015886598435665603,0.010859872214496136,-0.005026726103305819,0.000429000429000429,0.001716001716001716,0.004719004719004719,0.0035097695496325676,False
contrast_strong,contrast,2,1700,2331,0.11497211497211497,13.113256113256114,-23.0,414.99141999142,302.0,0.5298155298155298,0.46846846846846846,0.001716001716001716,0.014802112648002227,0.012393167242407799,-0.0024089454000009,0.001287001287001287,0.001716001716001716,0.003003003003003003,0.0036681825074078925,False
contrast_strong,contrast,2,1800,2331,0.11325611325611326,18.94766194766195,-37.0,342.55812955812956,226.0,0.5516945516945517,0.44744744744744747,0.000858000858000858,0.01774312410398143,0.01352289505302906,-0.004220229654254426,0.000858000858000858,0.002574002574002574,0.004719004719004719,0.003665366831925969,False
jpeg_mild,jpeg,1,700,2331,0.44272844272844275,4.328614328614329,-2.0,136.2196482196482,83.0,0.5122265122265123,0.48090948090948094,0.006864006864006864,0.01665912632495224,0.014914984814822674,-0.0017441417118961467,0.000429000429000429,0.00429000429000429,0.007293007293007293,0.005975331662517765,False
jpeg_mild,jpeg,1,800,2331,0.4744744744744745,3.507078507078507,-3.0,138.5023595023595,81.0,0.5143715143715144,0.47833547833547835,0.007293007293007293,0.017085216661370965,0.016482466831803322,-0.000602748556640263,0.000429000429000429,0.002145002145002145,0.005577005577005577,0.0044424560672740665,False
jpeg_mild,jpeg,1,900,2331,0.462033462033462,-2.5113685113685116,-4.0,130.95924495924496,78.0,0.5203775203775204,0.4731874731874732,0.006435006435006435,0.017023764438815255,0.014633571729063988,-0.002390191457599853,0.000858000858000858,0.003432003432003432,0.006864006864006864,0.004997009598718033,False
jpeg_mild,jpeg,1,1000,2331,0.5345345345345346,4.560274560274561,-1.0,132.17331617331618,79.0,0.5015015015015015,0.49034749034749037,0.008151008151008152,0.022273948185180966,0.020906880497932434,-0.0013670668753877557,0.0,0.000429000429000429,0.002574002574002574,0.0029953611550374414,False
jpeg_mild,jpeg,1,1100,2331,0.5173745173745173,-8.057486057486058,-5.0,135.23466323466323,85.0,0.5173745173745173,0.4731874731874732,0.009438009438009438,0.02192923101564167,0.020868606865406036,-0.0010606247223737407,0.0,0.000429000429000429,0.002574002574002574,0.0033470895805500895,False
jpeg_mild,jpeg,1,1200,2331,0.4671814671814672,-6.227799227799228,-2.0,130.03303303303304,77.0,0.5070785070785071,0.4839124839124839,0.009009009009009009,0.015487217266433746,0.01526295393705368,-0.00022426421155949307,0.0,0.0,0.002574002574002574,0.002630729714064719,False
